review_status,display_tier,kevin_manual_tier,ai_prescreen_tier,company,category,location,website,email,phone_whatsapp,product_fit,huasue_series_fit,recommended_angle,recommended_first_channel,contact_status,followup_status,next_action,background_research_status,scale_check_status,revenue_status,social_media_status,kevin_feedback_notes,feedback_source,source_notes
未审核-AI预筛,T3/T4 long_term_nonfood,,T3/T4 long_term_nonfood,Daiso Malaysia,office_stationery_storage,Malaysia,https://www.daisoglobal.com/,,,"household, stationery, storage retail",Non-food track; lower current priority,storage boxes and organizer category,Website/contact discovery,,uncontacted / 未跟进-待背景调查,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,not_started,not_checked,not_checked,not_checked,,,
未审核-AI预筛,T3 supply_chain,,T3 supply_chain,Easy Best Mktg,marketing/distribution; channel_or_distributor,Malaysia / FDM featured,https://www.fooddrinksmalaysia.com/who-exhibits/,,,food marketing/distribution,Supply-chain outsourcing; not HUASUE-only,"channel partner for packaging, paper bags, cups, nonwoven bags",Website/contact discovery,needs_contact_research,uncontacted / 未跟进-待背景调查,先核验官网/联系人/采购负责人；再决定是否开发 / Verify website/contact; check company scale and whether buyer/procurement contact exists before outreach.,not_started,not_checked,not_checked,not_checked,,,FDM2026 official featured brands: Official FDM2026 who-exhibits page lists this brand under Featured Brands.
未审核-AI预筛,T3 supply_chain,,T3 supply_chain,EB Frozen Food / EB Food,frozen_food,Malaysia,https://www.ebfood.com.my/,,,"frozen food, seafood, steamboat products",B/T first; A/K optional,"frozen seafood/steamboat tray, lidded PP container",Website/contact discovery,,uncontacted / 未跟进-待背景调查,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,not_started,not_checked,not_checked,not_checked,,,
未审核-AI预筛,T3/T4 long_term_nonfood,,T3/T4 long_term_nonfood,Eco-Shop Malaysia,office_stationery_storage,Malaysia,https://www.eco-shop.com.my/,,,household value retail,Non-food track; lower current priority,low-cost storage/organizer plastic products,Website/contact discovery,,uncontacted / 未跟进-待背景调查,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,not_started,not_checked,not_checked,not_checked,,,
未审核-AI预筛,T3/T4 long_term_nonfood,,T3/T4 long_term_nonfood,ExoReptiles Malaysia,reptile/pet retailer/wholesaler,Kuala Lumpur Malaysia,https://www.facebook.com/ExoreptilesMalaysia/,,,,C/E first; T/J optional,Transparent ventilated boxes anti-escape lids display containers,Website/contact discovery,,uncontacted / 未跟进-待背景调查,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,not_started,not_checked,not_checked,not_checked,,,
未审核-AI预筛,T3 supply_chain,,T3 supply_chain,FBM Asia Ent,food trading/enterprise; channel_or_distributor,Malaysia / FDM featured,https://www.fooddrinksmalaysia.com/who-exhibits/,,,food trading/channel,Supply-chain outsourcing; not HUASUE-only,ask if they source packaging for represented brands; paper bags/cups as trading SKU,Website/contact discovery,needs_contact_research,uncontacted / 未跟进-待背景调查,先核验官网/联系人/采购负责人；再决定是否开发 / Verify website/contact; check company scale and whether buyer/procurement contact exists before outreach.,not_started,not_checked,not_checked,not_checked,,,FDM2026 official featured brands: Official FDM2026 who-exhibits page lists this brand under Featured Brands.
未审核-AI预筛,T3 supply_chain,,T3 supply_chain,First World Hotels & Resorts Sdn Bhd,hotel/HORECA buyer; horeca_buyer,Malaysia,https://www.fooddrinksmalaysia.com/exhibitors-list/,,,hotel and resort foodservice,Supply-chain outsourcing; not HUASUE-only,"paper cups, food containers, takeaway packaging, nonwoven bags",Website/contact discovery,needs_contact_research,uncontacted / 未跟进-待背景调查,先核验官网/联系人/采购负责人；再决定是否开发 / Verify official site/contact; determine whether they are direct buyer or channel; check revenue/size if large enough.,not_started,not_checked,not_checked,not_checked,,,FDM official exhibitors list 2024/2025: Official FDM exhibitors list includes this company in Malaysia entries.
未审核-AI预筛,T3/T4 long_term_nonfood,,T3/T4 long_term_nonfood,Fish Depot,pet_reptile_aquarium,Malaysia,https://fishdepot.my/,,,aquarium and fish supplies,Non-food track; lower current priority,aquarium accessories clear box,Website/contact discovery,,uncontacted / 未跟进-待背景调查,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,not_started,not_checked,not_checked,not_checked,,,
未审核-AI预筛,T3/T4 long_term_nonfood,,T3/T4 long_term_nonfood,Foodabox,channel_wholesaler,Malaysia,https://foodabox.com/,,,Food packaging supplier,Non-food track; lower current priority,Channel partner or competitor; test selected SKU interest; K-series can be offered for general commodity packaging if suitable,Website/contact discovery,,uncontacted / 未跟进-待背景调查,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,not_started,not_checked,not_checked,not_checked,,,
未审核-AI预筛,T3/T4 long_term_nonfood,,T3/T4 long_term_nonfood,Future Food,food_oem_private_label,Johor Bahru / Selangor,https://futurefood.com.my/,"zackoh.futurefood@gmail.com / general@futurefood.com.my / zackoh.futurefood@gmail.com, general@futurefood.com.my",+6011-1867 9587,halal bakery OEM frozen dough pastry,C/E first; T/J optional,"bakery OEM clear boxes, frozen pastry packs, PET jars, tub packaging",Email,drafted_not_sent,drafted_not_sent,Review/send Gmail draft r7817208954763070709; WhatsApp/call +6011-18679587,not_started,not_checked,not_checked,not_checked,,,"Second batch. Angle: bakery OEM clear boxes, frozen pastry packs, PET jars and tub packaging."
未审核-AI预筛,T3 AI_prescreen,,T3 AI_prescreen,Ge-Shen Group,peer_manufacturer,Malaysia,https://gscorp.com.my/services-2/injection-moulding/,,,Precision injection moulding manufacturer in Malaysia,Needs product-format check,K-series general items; T-series tubs; J-series packaging; complementary/overflow selected SKU cooperation,Website/contact discovery,,uncontacted / 未跟进-待背景调查,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,not_started,not_checked,not_checked,not_checked,,,
未审核-AI预筛,T3/T4 long_term_nonfood,,T3/T4 long_term_nonfood,Gourmet Garden,herbs / spices / fresh food,regional/unknown,,,,,Non-food track; lower current priority,small PP/PET containers / herb packs / seasoning tubs,Background/contact research first,,uncontacted,Verify Malaysia business entity and current packaging,not_started,not_checked,not_checked,not_checked,,,Need identify exact company behind brand before outreach.
未审核-AI预筛,T3/T4 long_term_nonfood,,T3/T4 long_term_nonfood,Hamac Food Industries Sdn Bhd,candy confectionery manufacturer,Balakong Selangor Malaysia,https://bigtop.my,,,,F/E first; T/J optional,Candy jars PET boxes display packs small gift packs,Website/contact discovery,,uncontacted / 未跟进-待背景调查,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,not_started,not_checked,not_checked,not_checked,,,
未审核-AI预筛,T3/T4 long_term_nonfood,,T3/T4 long_term_nonfood,Hamac Food Industries Sdn Bhd / Big Top,snack_confectionery,"Balakong, Selangor, Malaysia",https://bigtop.my/,enquiries@hamac.com.my,03-8961 8280,"Lollipops, hard candy, soft candy, promotional display packs",F/E first; T/J optional,"PET jars, PET clear boxes and premium gift/display packaging; T/J only if they use tubs or secure PP boxes.",Email,sent,sent,Email sent from Gmail draft r-4136071163392794540; phone follow-up if no reply,not_started,not_checked,not_checked,not_checked,,,"Gmail draft created. Angle: candy display boxes, transparent containers and promotion packs. No WhatsApp in current source row. User confirmed all first-batch drafts were sent on 2026-07-03."
未审核-AI预筛,T3/T4 long_term_nonfood,,T3/T4 long_term_nonfood,HappyBakers,bakery packaging and supplies,Malaysia,https://happybakers.my,,,,F/E first; T/J optional,Reseller for bakery trays PET boxes cake/dessert packaging,Website/contact discovery,,uncontacted / 未跟进-待背景调查,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,not_started,not_checked,not_checked,not_checked,,,
未审核-AI预筛,T3/T4 long_term_nonfood,,T3/T4 long_term_nonfood,HardwareCity Malaysia,hardware_fastener_parts_box,Malaysia,https://hardwarecity.com.my/,,,hardware retail/wholesale,Non-food track; lower current priority,parts organizer and retail plastic box,Website/contact discovery,,uncontacted / 未跟进-待背景调查,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,not_started,not_checked,not_checked,not_checked,,,
未审核-AI预筛,T3 AI_prescreen,,T3 AI_prescreen,Helio Plastic Industries Sdn Bhd,peer_manufacturer,Malaysia,https://www.helioplastics.com/,,,Plastic injection moulding and plastic packaging manufacturer,Needs product-format check,K-series general items; T-series tubs; J-series packaging; complementary/overflow selected SKU cooperation,Website/contact discovery,,uncontacted / 未跟进-待背景调查,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,not_started,not_checked,not_checked,not_checked,,,
未审核-AI预筛,T3 supply_chain,,T3 supply_chain,HH Frozen Trading Sdn Bhd,frozen_food,Selangor,https://www.hhfrozen.com/,,,frozen food distributor,B/T first; A/K optional,frozen distributor channel and sample introduction,Website/contact discovery,,uncontacted / 未跟进-待背景调查,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,not_started,not_checked,not_checked,not_checked,,,
未审核-AI预筛,T3/T4 long_term_nonfood,,T3/T4 long_term_nonfood,HL Fastener Hardware Sdn Bhd,fastener hardware supplier,Shah Alam/Sungai Buloh Selangor Malaysia,https://www.hlfastener.com.my,,,,Non-food track; lower current priority,Compartment boxes clear boxes screw kit packaging,Website/contact discovery,,uncontacted / 未跟进-待背景调查,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,not_started,not_checked,not_checked,not_checked,,,
未审核-AI预筛,T3/T4 long_term_nonfood,,T3/T4 long_term_nonfood,Huat Huat Kouping (M) Sdn Bhd / Huat's Up by 發發餅家,bakery_biscuit_cookie,"199-6C & 199-6D, Jalan Abdullah, Taman Sri Emas, 84000 Muar, Johor Darul Ta'zim, Malaysia",,order@huathuatkouping.com / +606 986 9155 / order@huathuatkouping.com,+606 986 9155 / +606 986 9155 / order@huathuatkouping.com,,T/J first; F/E optional,T-series tubs; J-series samples; PET jars / clear containers; festive pastry/gift packaging,TBC,meeting_scheduled_time_tbc,meeting_scheduled_time_tbc,Confirm exact time and sample focus for 2026-07-13 meeting,not_started,not_checked,not_checked,not_checked,,,"Meeting scheduled on 2026-07-13. Traditional pastry/gift packaging customer. Bring T-series tubs, J-series samples, PET jars/clear containers for pastry/cookie/gift packaging."
未审核-AI预筛,T3/T4 long_term_nonfood,,T3/T4 long_term_nonfood,Hup Seng Perusahaan Makanan (M) Sdn. Bhd.,bakery_biscuit_cookie,,,hupseng@hupseng.com,,,T/J first; F/E optional,,Email,submitted_no_whatsapp,submitted_no_whatsapp,Follow up by email or phone; no WhatsApp available,not_started,not_checked,not_checked,not_checked,,,"Drafted targeted email for Hup Seng biscuit/cookie brands. Angle: clear PET boxes, PET jars, inner trays, festive/promotional packaging; ask to forward to packaging/purchasing/product development. NO_WHATSAPP."
未审核-AI预筛,T3/T4 long_term_nonfood,,T3/T4 long_term_nonfood,Hup Sheng Hardware,hardware_fastener_parts_box,Malaysia,https://www.hupshenghardware.com/,,,hardware supplier,Non-food track; lower current priority,retail hardware packaging and storage boxes,Website/contact discovery,,uncontacted / 未跟进-待背景调查,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,not_started,not_checked,not_checked,not_checked,,,
未审核-AI预筛,T3 supply_chain,,T3 supply_chain,Jishan Packaging Hub Sdn Bhd,packaging supplier/channel; supply_chain_outsourcing,Malaysia,https://www.fooddrinksmalaysia.com/exhibitors-list/,,,packaging hub / packaging supplier,Supply-chain outsourcing; not HUASUE-only,"channel cooperation for paper bags, paper cups, nonwoven bags, plastic packaging",Website/contact discovery,needs_contact_research,uncontacted / 未跟进-待背景调查,先核验官网/联系人/采购负责人；再决定是否开发 / Verify official site/contact; determine whether they are direct buyer or channel; check revenue/size if large enough.,not_started,not_checked,not_checked,not_checked,,,FDM official exhibitors list 2024/2025: Official FDM exhibitors list includes this company in Malaysia entries.
未审核-AI预筛,T3/T4 long_term_nonfood,,T3/T4 long_term_nonfood,JMM Cookies (M) Sdn Bhd,food_oem_private_label,"8 & 10, Jalan Cempaka Sari 1/4, Jalan Junid, Taman Sri Cempaka, 84000 Muar, Johor, Malaysia",https://www.jmmofficial.com.my/,customerservice@jmmofficial.com.my,+6012-393 3597,"Cookies, mooncakes, CNY/Raya festive treats, premium gift pack",T/J first; F/E optional,PET jars / clear PET containers; T-series tubs; J-series samples; festive cookie/gift packaging,WhatsApp / Email,drafted_not_sent / meeting_scheduled,meeting_scheduled,"Send reminder and confirm exact morning time for 2026-07-14 factory meeting / Send WhatsApp follow-up 1 if no reply / Send email after WhatsApp or if WhatsApp no reply / Review Gmail draft r5052377455743478512 and send if approved / Confirm exact time, attendees, and samples for 2026-07-14 morning factory visit",not_started,not_checked,not_checked,not_checked,,,"OEM mooncake/CNY biscuits/Raya cookies. Angle: mooncake tray, cookie tray, clear PET gift box, festive OEM packaging. / Use subject: Clear PET jar samples for JMM Cookies - MIFB booth 2709. Revised after JMM asked for company background and visit purpose. / Gmail draft created: draft_id=r5052377455743478512; message_id=19f20c7f3dd69a83. Draft revised to focus on clear PET jars/PET containers after JMM asked for company background and visit purpose. / OEM department replied positively; they can arrange purchasing team to join factory meeting to review PET jar samples and discuss private-label packaging needs. Meeting scheduled for 2026-07-14 morning at customer location; address link: https://maps.app.goo.gl/YmAgrfyC87JFQpvh9?g_st=ic. / Customer scheduled factory meeting on 2026-07-14 morning. Address/map link: https://maps.app.goo.gl/YmAgrfyC87JFQpvh9?g_st=ic. Bring PET jar samples, T-series tub samples, J-series samples, and clear PET containers."
未审核-AI预筛,T3/T4 long_term_nonfood,,T3/T4 long_term_nonfood,Jotun Malaysia,paint_chemical_pail,Malaysia,https://www.jotun.com/my-en/,,,paint and coatings,Non-food track; lower current priority,paint pail and sample container,Website/contact discovery,,uncontacted / 未跟进-待背景调查,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,not_started,not_checked,not_checked,not_checked,,,
未审核-AI预筛,T3/T4 long_term_nonfood,,T3/T4 long_term_nonfood,Kaison Malaysia,office_stationery_storage,Malaysia,https://kaison.com.my/,,,"home decor, storage, stationery",Non-food track; lower current priority,decorative storage boxes and organizer packaging,Website/contact discovery,,uncontacted / 未跟进-待背景调查,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,not_started,not_checked,not_checked,not_checked,,,
未审核-AI预筛,T3/T4 long_term_nonfood,,T3/T4 long_term_nonfood,Kansai Paint Malaysia,paint_chemical_pail,Malaysia,https://www.kansaicoatings.com.my/,,,paint and coatings,Non-food track; lower current priority,paint pail and retail container,Website/contact discovery,,uncontacted / 未跟进-待背景调查,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,not_started,not_checked,not_checked,not_checked,,,
未审核-AI预筛,T3/T4 long_term_nonfood,,T3/T4 long_term_nonfood,KCC Paint Malaysia,paint_chemical_pail,Malaysia,https://www.kccpaint.com.my/,,,paint/coatings,Non-food track; lower current priority,paint pail and coating container,Website/contact discovery,,uncontacted / 未跟进-待背景调查,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,not_started,not_checked,not_checked,not_checked,,,
未审核-AI预筛,T3/T4 long_term_nonfood,,T3/T4 long_term_nonfood,Kean Huat Hardware,hardware_fastener_parts_box,Malaysia,https://www.keanhuat.com/,,,hardware supplier,Non-food track; lower current priority,small parts box and tool accessory packaging,Website/contact discovery,,uncontacted / 未跟进-待背景调查,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,not_started,not_checked,not_checked,not_checked,,,
未审核-AI预筛,T3/T4 long_term_nonfood,,T3/T4 long_term_nonfood,KK Pet / Petopet / Alpha Pets,pet supplies supplier,Selangor/KL Malaysia,https://www.kkpet.com.my/,,,,Non-food track; lower current priority,Pet treat containers clear boxes accessory packaging,Website/contact discovery,,uncontacted / 未跟进-待背景调查,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,not_started,not_checked,not_checked,not_checked,,,
未审核-AI预筛,T3/T4 long_term_nonfood,,T3/T4 long_term_nonfood,Kohepets Malaysia,pet_reptile_aquarium,Malaysia,https://www.kohepets.com.my/,,,online pet supplies,Non-food track; lower current priority,pet accessory packaging and treat containers,Website/contact discovery,,uncontacted / 未跟进-待背景调查,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,not_started,not_checked,not_checked,not_checked,,,
未审核-AI预筛,T3/T4 long_term_nonfood,,T3/T4 long_term_nonfood,Kossan Paint,paint_chemical_pail,Malaysia,https://www.kossanpaint.com/,,,paint manufacturer,Non-food track; lower current priority,Small paint pail anti-leak lid handle IML/label area,Website/contact discovery,,uncontacted / 未跟进-待背景调查,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,not_started,not_checked,not_checked,not_checked,,,
未审核-AI预筛,T3/T4 long_term_nonfood,,T3/T4 long_term_nonfood,KTH Paint Industries Sdn. Bhd.,paint manufacturer,Malaysia,https://kthpaint.com.my/paint-manufacturer/,,,,Non-food track; lower current priority,Paint pails chemical compatibility leak-proof packaging,Website/contact discovery,,uncontacted / 未跟进-待背景调查,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,not_started,not_checked,not_checked,not_checked,,,
未审核-AI预筛,T3 supply_chain,,T3 supply_chain,LCCS Marketing,channel_wholesaler,Malaysia,https://lccsmsb.com/,,,Food packaging supplier for F&B businesses,Needs product-format check,Wholesale/customer base; selected samples for sales team evaluation; K-series can be offered for general commodity packaging if suitable,Website/contact discovery,,uncontacted / 未跟进-待背景调查,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,not_started,not_checked,not_checked,not_checked,,,
未审核-AI预筛,T3 AI_prescreen,,T3 AI_prescreen,Linaco Group,food_oem_private_label,Malaysia,https://www.linaco.com.my/,,,"coconut products, food manufacturing",B/T first; A/K optional,"retail food container, export packaging",Website/contact discovery,,uncontacted / 未跟进-待背景调查,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,not_started,not_checked,not_checked,not_checked,,,
未审核-AI预筛,T3 supply_chain,,T3 supply_chain,Maggi,instant noodles / seasoning / food brand,Malaysia presence likely via Nestle Malaysia,,,,,Needs product-format check,PP tubs / seasoning containers / foodservice packs / supplier alternative research,Background/contact research first,,uncontacted,Find Malaysia procurement/packaging contact and current packaging formats,not_started,not_checked,not_checked,not_checked,,,Large brand; do not cold email generic consumer contact first.
未审核-AI预筛,T3 supply_chain,,T3 supply_chain,Malaysia Specialty Coffee Association network,coffee/cafe association network; supply_chain_outsourcing,Malaysia,https://www.facebook.com/mifbtradefair/posts/theyve-already-registered-have-youjoin-a-growing-network-of-industry-professiona/1315189244146838/,,,coffee roasters and cafe suppliers,Supply-chain outsourcing; not HUASUE-only,"paper cups, takeaway bags, cafe food packaging",Website/contact discovery,needs_contact_research,uncontacted / 未跟进-待背景调查,"先核验官网/联系人/采购负责人；再决定是否开发 / Use association/network search, not direct email; identify member list and individual buyers before outreach.",not_started,not_checked,not_checked,not_checked,,,"MIFB buyer programme target category: Facebook buyer-list post indicates registered industry professionals, but individual company names were not retrievable from current fetch; use as association/network target only."
未审核-AI预筛,T3 supply_chain,,T3 supply_chain,Marigold,dairy / beverage / yogurt,Malaysia/Singapore regional brand,,,,,F/E first; T/J optional,PP dairy cups / yogurt cups / dessert containers / lids,Background/contact research first,,uncontacted,Find Malaysia/Singapore packaging procurement or plant contact,not_started,not_checked,not_checked,not_checked,,,Possible packaging fit but may be locked by existing supplier.
未审核-AI预筛,T3 supply_chain,,T3 supply_chain,Mega Hygiene Sdn Bhd,food packaging and hygiene supplier,Selangor/KL Malaysia,https://www.megahygiene.com.my/food-packaging-supplier/,,,Food packaging and container supplier in KL/Selangor,Needs product-format check,"Distributor of plastic food containers, lunch boxes and takeaway packaging; K-series can be offered for general commodity packaging if suitable",Website/contact discovery,,uncontacted / 未跟进-待背景调查,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,not_started,not_checked,not_checked,not_checked,,,
未审核-AI预筛,T3/T4 long_term_nonfood,,T3/T4 long_term_nonfood,Meiji,dairy / confectionery / ice cream,regional multinational,,,,,F/E first; T/J optional,PP/PET dessert cups / confectionery packaging / ice cream packs,Background/contact research first,,uncontacted,Malaysia entity and packaging contact research only,not_started,not_checked,not_checked,not_checked,,,Large multinational; long-cycle.
未审核-AI预筛,T3 supply_chain,,T3 supply_chain,Mii Foodservice Sdn Bhd,foodservice distributor; channel_or_distributor,Malaysia,https://www.fooddrinksmalaysia.com/exhibitors-list/,,,foodservice channel,Supply-chain outsourcing; not HUASUE-only,"paper cups, paper bags, nonwoven bags, disposable packaging and plastic containers",Website/contact discovery,needs_contact_research,uncontacted / 未跟进-待背景调查,先核验官网/联系人/采购负责人；再决定是否开发 / Verify official site/contact; determine whether they are direct buyer or channel; check revenue/size if large enough.,not_started,not_checked,not_checked,not_checked,,,FDM official exhibitors list 2024/2025: Official FDM exhibitors list includes this company in Malaysia entries.
未审核-AI预筛,T3/T4 long_term_nonfood,,T3/T4 long_term_nonfood,MR.DIY Malaysia,hardware_fastener_parts_box,Malaysia,https://www.mrdiy.com.my/,,,home improvement retail,Non-food track; lower current priority,"house-brand storage boxes, hardware organizer",Website/contact discovery,,uncontacted / 未跟进-待背景调查,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,not_started,not_checked,not_checked,not_checked,,,
未审核-AI预筛,T3 supply_chain,,T3 supply_chain,MRCA F&B Division members,retail/F&B association buyer group; channel_or_distributor,Malaysia,https://www.facebook.com/mifbtradefair/posts/theyve-already-registered-have-youjoin-a-growing-network-of-industry-professiona/1315189244146838/,,,retail and F&B chain members,Supply-chain outsourcing; not HUASUE-only,"paper cups, paper bags, nonwoven bags, plastic food containers",Website/contact discovery,needs_contact_research,uncontacted / 未跟进-待背景调查,"先核验官网/联系人/采购负责人；再决定是否开发 / Use association/network search, not direct email; identify member list and individual buyers before outreach.",not_started,not_checked,not_checked,not_checked,,,"MIFB buyer programme target category: Facebook buyer-list post indicates registered industry professionals, but individual company names were not retrievable from current fetch; use as association/network target only."
未审核-AI预筛,T3 supply_chain,,T3 supply_chain,Multi-Ways Packaging (M) Sdn Bhd,disposable food packaging supplier,Malaysia,https://multiways.my,,,,Needs product-format check,Thai factory direct supply and custom packaging range,Website/contact discovery,,uncontacted / 未跟进-待背景调查,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,not_started,not_checked,not_checked,not_checked,,,
未审核-AI预筛,T3/T4 long_term_nonfood,,T3/T4 long_term_nonfood,My One Shop / stationery and office supplies,office_stationery_storage,Malaysia,https://www.myonline.com.my/,,,"stationery, office supplies, storage products",Non-food track; lower current priority,office storage and stationery organizer category,Website/contact discovery,,uncontacted / 未跟进-待背景调查,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,not_started,not_checked,not_checked,not_checked,,,
未审核-AI预筛,T3 AI_prescreen,,T3 AI_prescreen,myNEWS Malaysia,convenience/F&B retail; supply_chain_outsourcing,Malaysia,https://mifb.com.my/mycafeexpo/,,,convenience retail foodservice,B/T first; A/K optional,"ready-meal containers, paper cups, paper bags",Website/contact discovery,needs_contact_research,uncontacted / 未跟进-待背景调查,先核验官网/联系人/采购负责人；再决定是否开发 / Verify buyer/procurement contact and current packaging; classify as supply-chain outsourcing opportunity.,not_started,not_checked,not_checked,not_checked,,,"Malaysia Café Expo ecosystem target: MCE official page states it covers cafe owners, roasters, suppliers, bakery/pastries, snacks/confectionery and cafe franchise/licensing brands; these are target ecosystem companies, not confirmed exhibitor names."
未审核-AI预筛,T3/T4 long_term_nonfood,,T3/T4 long_term_nonfood,Nestco Global,jelly pudding toy candy,Malaysia,https://jellycandy.com.my/,,verify from website,jelly pudding toy candy,F/E first; T/J optional,"PET jars, PET clear boxes and premium gift/display packaging; T/J only if they use tubs or secure PP boxes.",WhatsApp/phone first,,uncontacted / 未跟进-待背景调查,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,not_started,not_checked,not_checked,not_checked,,,
未审核-AI预筛,T3/T4 long_term_nonfood,,T3/T4 long_term_nonfood,Ngan Yin Groundnut Factory,snack_confectionery,Selangor,https://www.nganyin.com/,,,"nuts, snacks",F/E first; T/J optional,"nuts jar, PET container, gift pack",Website/contact discovery,,uncontacted / 未跟进-待背景调查,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,not_started,not_checked,not_checked,not_checked,,,
未审核-AI预筛,T3/T4 long_term_nonfood,,T3/T4 long_term_nonfood,Nilufar Pet & Aquatic,pet_reptile_aquarium,Selangor,https://www.nilufar.com.my/,,,pet and aquatic retail,Non-food track; lower current priority,reptile/aquarium product boxes,Website/contact discovery,,uncontacted / 未跟进-待背景调查,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,not_started,not_checked,not_checked,not_checked,,,
未审核-AI预筛,T3/T4 long_term_nonfood,,T3/T4 long_term_nonfood,Ninso Malaysia,office_stationery_storage,Malaysia,https://www.ninso.com.my/,,,value retail/household goods,Non-food track; lower current priority,"storage boxes, stationery organizers",Website/contact discovery,,uncontacted / 未跟进-待背景调查,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,not_started,not_checked,not_checked,not_checked,,,
未审核-AI预筛,T3/T4 long_term_nonfood,,T3/T4 long_term_nonfood,Nippon Paint Malaysia,paint_chemical_pail,Malaysia,https://www.nipponpaint.com.my/contact-us/,,,paint and coatings,Non-food track; lower current priority,"small paint pail, sample pot, branded IML pail",Website/contact discovery,,uncontacted / 未跟进-待背景调查,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,not_started,not_checked,not_checked,not_checked,,,
未审核-AI预筛,T3/T4 long_term_nonfood,,T3/T4 long_term_nonfood,Nippon Paint MY,paint/coating; non_food_direct_or_supply_chain,Malaysia / FDM featured,https://www.fooddrinksmalaysia.com/who-exhibits/,,,paint and coating products,Non-food track; lower current priority,"PP pails/buckets, plastic containers; separate from food packaging",Website/contact discovery,needs_contact_research,uncontacted / 未跟进-待背景调查,先核验官网/联系人/采购负责人；再决定是否开发 / Verify website/contact; check company scale and whether buyer/procurement contact exists before outreach.,not_started,not_checked,not_checked,not_checked,,,FDM2026 official featured brands: Official FDM2026 who-exhibits page lists this brand under Featured Brands.
未审核-AI预筛,T3 supply_chain,,T3 supply_chain,Nutrifres Food Bev,food and beverage brand; food_direct_customer,Malaysia / FDM featured,https://www.fooddrinksmalaysia.com/who-exhibits/,,,food and beverage products,Supply-chain outsourcing; not HUASUE-only,"cups, bottles-related secondary packaging, paper cups if beverage channel fit",Website/contact discovery,needs_contact_research,uncontacted / 未跟进-待背景调查,先核验官网/联系人/采购负责人；再决定是否开发 / Verify website/contact; check company scale and whether buyer/procurement contact exists before outreach.,not_started,not_checked,not_checked,not_checked,,,FDM2026 official featured brands: Official FDM2026 who-exhibits page lists this brand under Featured Brands.
未审核-AI预筛,T3/T4 long_term_nonfood,,T3/T4 long_term_nonfood,OfficeSupplies.my,office_stationery_storage,Malaysia,https://www.officesupplies.my/,,,office supplies e-commerce,Non-food track; lower current priority,storage/organizer product line,Website/contact discovery,,uncontacted / 未跟进-待背景调查,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,not_started,not_checked,not_checked,not_checked,,,
未审核-AI预筛,T3 supply_chain,,T3 supply_chain,Packaton,channel_wholesaler,Malaysia,https://packaton.com/,,,Food packaging supplier,Needs product-format check,E-commerce/channel partner for packaging SKUs; K-series can be offered for general commodity packaging if suitable,Website/contact discovery,,uncontacted / 未跟进-待背景调查,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,not_started,not_checked,not_checked,not_checked,,,
