workbench_id,row_id,source_pool,original_review_status,original_tier,company,category,location_or_country,booth,website,email,phone_whatsapp,product_packaging_signal,huasue_route,recommended_angle,risk_to_check,first_action,kevin_feedback_notes,source_link,source_notes
WB122,N081,new_nonduplicate_90,未审核-新候选,T2,"HEBEI LIHUA FOOD CO.,LTD.",packaged food exhibitor,CHINA,4R291A HALL 4,,,,New non-duplicate FDM exhibitor with possible but uncertain fit; verify before spending outreach time.,"T/J/E/F only after product-photo confirmation; reject if mostly soft pouch, cans, cartons or frozen line.","Kept as T2 because category or product format may be soft-pack, beverage, seafood, distributor, or unclear.","High risk of low-fit packaging such as pouch, carton, bottle, can, frozen/vacuum pack, or pure channel role.",Use booth/source to verify products first; only then prepare outreach or meeting request.,,https://www.fooddrinksmalaysia.com/exhibitors-list/,"FDM 2026 official exhibitors list; Find official website; confirm exact products, current packaging photos, manufacturer vs trader, scale/export/OEM signal, MOQ fit and buyer contact."
WB123,N084,new_nonduplicate_90,未审核-新候选,T2,IFTEKHAR AHMED FOOD & BEVERAGES (PRIVATE) LIMITED,beverage / coconut / food exhibitor,PAKISTAN,4Q277A HALL 4,,,,New non-duplicate FDM exhibitor with possible but uncertain fit; verify before spending outreach time.,Only if food/dessert/snack rigid SKU exists; otherwise supply-chain or low priority.,"Kept as T2 because category or product format may be soft-pack, beverage, seafood, distributor, or unclear.","High risk of low-fit packaging such as pouch, carton, bottle, can, frozen/vacuum pack, or pure channel role.",Use booth/source to verify products first; only then prepare outreach or meeting request.,,https://www.fooddrinksmalaysia.com/exhibitors-list/,"FDM 2026 official exhibitors list; Find official website; confirm exact products, current packaging photos, manufacturer vs trader, scale/export/OEM signal, MOQ fit and buyer contact."
WB124,N073,new_nonduplicate_90,未审核-新候选,T2,K.F.C GIDA TEKSTIL SANAYI ITHALAT IHRACAT YATIRIM A.S,packaged food exhibitor,TURKIYE,3H141 & 3H141A HALL 3,,,,New non-duplicate FDM exhibitor with possible but uncertain fit; verify before spending outreach time.,"T/J/E/F only after product-photo confirmation; reject if mostly soft pouch, cans, cartons or frozen line.","Kept as T2 because category or product format may be soft-pack, beverage, seafood, distributor, or unclear.","High risk of low-fit packaging such as pouch, carton, bottle, can, frozen/vacuum pack, or pure channel role.",Use booth/source to verify products first; only then prepare outreach or meeting request.,,https://www.fooddrinksmalaysia.com/exhibitors-list/,"FDM 2026 official exhibitors list; Find official website; confirm exact products, current packaging photos, manufacturer vs trader, scale/export/OEM signal, MOQ fit and buyer contact."
WB125,N090,new_nonduplicate_90,未审核-新候选,T2,"LANXI FENGYUAN FOOD TECHNOLOGY CO., LTD.",packaged food exhibitor,CHINA,4P254 HALL 4,,,,New non-duplicate FDM exhibitor with possible but uncertain fit; verify before spending outreach time.,"T/J/E/F only after product-photo confirmation; reject if mostly soft pouch, cans, cartons or frozen line.","Kept as T2 because category or product format may be soft-pack, beverage, seafood, distributor, or unclear.","High risk of low-fit packaging such as pouch, carton, bottle, can, frozen/vacuum pack, or pure channel role.",Use booth/source to verify products first; only then prepare outreach or meeting request.,,https://www.fooddrinksmalaysia.com/exhibitors-list/,"FDM 2026 official exhibitors list; Find official website; confirm exact products, current packaging photos, manufacturer vs trader, scale/export/OEM signal, MOQ fit and buyer contact."
WB126,N089,new_nonduplicate_90,未审核-新候选,T2,"LIANJIANG XULONG FOODS CO., LTD.",packaged food exhibitor,CHINA,4R292D HALL 4,,,,New non-duplicate FDM exhibitor with possible but uncertain fit; verify before spending outreach time.,"T/J/E/F only after product-photo confirmation; reject if mostly soft pouch, cans, cartons or frozen line.","Kept as T2 because category or product format may be soft-pack, beverage, seafood, distributor, or unclear.","High risk of low-fit packaging such as pouch, carton, bottle, can, frozen/vacuum pack, or pure channel role.",Use booth/source to verify products first; only then prepare outreach or meeting request.,,https://www.fooddrinksmalaysia.com/exhibitors-list/,"FDM 2026 official exhibitors list; Find official website; confirm exact products, current packaging photos, manufacturer vs trader, scale/export/OEM signal, MOQ fit and buyer contact."
WB127,N083,new_nonduplicate_90,未审核-新候选,T2,MINERVA FOODS,packaged food exhibitor,BRAZIL,4S294 HALL 4,,,,New non-duplicate FDM exhibitor with possible but uncertain fit; verify before spending outreach time.,"T/J/E/F only after product-photo confirmation; reject if mostly soft pouch, cans, cartons or frozen line.","Kept as T2 because category or product format may be soft-pack, beverage, seafood, distributor, or unclear.","High risk of low-fit packaging such as pouch, carton, bottle, can, frozen/vacuum pack, or pure channel role.",Use booth/source to verify products first; only then prepare outreach or meeting request.,,https://www.fooddrinksmalaysia.com/exhibitors-list/,"FDM 2026 official exhibitors list; Find official website; confirm exact products, current packaging photos, manufacturer vs trader, scale/export/OEM signal, MOQ fit and buyer contact."
WB128,N074,new_nonduplicate_90,未审核-新候选,T2,"NANTONG HAIDA AQUATIC FOOD CO., LTD",seafood / frozen food exhibitor,CHINA,3N229 HALL 3,,,,New non-duplicate FDM exhibitor with possible but uncertain fit; verify before spending outreach time.,Only consider cold-chain rigid trays/tubs if visible; otherwise low priority.,"Kept as T2 because category or product format may be soft-pack, beverage, seafood, distributor, or unclear.","High risk of low-fit packaging such as pouch, carton, bottle, can, frozen/vacuum pack, or pure channel role.",Use booth/source to verify products first; only then prepare outreach or meeting request.,,https://www.fooddrinksmalaysia.com/exhibitors-list/,"FDM 2026 official exhibitors list; Find official website; confirm exact products, current packaging photos, manufacturer vs trader, scale/export/OEM signal, MOQ fit and buyer contact."
WB129,N062,new_nonduplicate_90,未审核-新候选,T2,NUTRIFRES FOOD & BEVERAGE INDUSTRIES SDN BHD,nuts / snack foods exhibitor,MALAYSIA,1F081 HALL 1,,,,New non-duplicate FDM exhibitor with possible but uncertain fit; verify before spending outreach time.,"F PET jars, T PP tubs, E clear gift boxes for nuts/snack products.","Kept as T2 because category or product format may be soft-pack, beverage, seafood, distributor, or unclear.","High risk of low-fit packaging such as pouch, carton, bottle, can, frozen/vacuum pack, or pure channel role.",Use booth/source to verify products first; only then prepare outreach or meeting request.,,https://www.fooddrinksmalaysia.com/exhibitors-list/,"FDM 2026 official exhibitors list; Find official website; confirm exact products, current packaging photos, manufacturer vs trader, scale/export/OEM signal, MOQ fit and buyer contact."
WB130,N077,new_nonduplicate_90,未审核-新候选,T2,PIAU KEE LIVE & FROZEN SEAFOODS SDN BHD,seafood / frozen food exhibitor,MALAYSIA,4S298 & 4S298A HALL 4,,,,New non-duplicate FDM exhibitor with possible but uncertain fit; verify before spending outreach time.,Only consider cold-chain rigid trays/tubs if visible; otherwise low priority.,"Kept as T2 because category or product format may be soft-pack, beverage, seafood, distributor, or unclear.","High risk of low-fit packaging such as pouch, carton, bottle, can, frozen/vacuum pack, or pure channel role.",Use booth/source to verify products first; only then prepare outreach or meeting request.,,https://www.fooddrinksmalaysia.com/exhibitors-list/,"FDM 2026 official exhibitors list; Find official website; confirm exact products, current packaging photos, manufacturer vs trader, scale/export/OEM signal, MOQ fit and buyer contact."
WB131,N075,new_nonduplicate_90,未审核-新候选,T2,"QINGYUAN FOODSTUFF CO., LTD",packaged food exhibitor,CHINA,3N225 HALL 3,,,,New non-duplicate FDM exhibitor with possible but uncertain fit; verify before spending outreach time.,"T/J/E/F only after product-photo confirmation; reject if mostly soft pouch, cans, cartons or frozen line.","Kept as T2 because category or product format may be soft-pack, beverage, seafood, distributor, or unclear.","High risk of low-fit packaging such as pouch, carton, bottle, can, frozen/vacuum pack, or pure channel role.",Use booth/source to verify products first; only then prepare outreach or meeting request.,,https://www.fooddrinksmalaysia.com/exhibitors-list/,"FDM 2026 official exhibitors list; Find official website; confirm exact products, current packaging photos, manufacturer vs trader, scale/export/OEM signal, MOQ fit and buyer contact."
WB132,N076,new_nonduplicate_90,未审核-新候选,T2,"RIZHAO ZUNCHENG FOOD CO., LTD",packaged food exhibitor,CHINA,3H151A HALL 3,,,,New non-duplicate FDM exhibitor with possible but uncertain fit; verify before spending outreach time.,"T/J/E/F only after product-photo confirmation; reject if mostly soft pouch, cans, cartons or frozen line.","Kept as T2 because category or product format may be soft-pack, beverage, seafood, distributor, or unclear.","High risk of low-fit packaging such as pouch, carton, bottle, can, frozen/vacuum pack, or pure channel role.",Use booth/source to verify products first; only then prepare outreach or meeting request.,,https://www.fooddrinksmalaysia.com/exhibitors-list/,"FDM 2026 official exhibitors list; Find official website; confirm exact products, current packaging photos, manufacturer vs trader, scale/export/OEM signal, MOQ fit and buyer contact."
WB133,N082,new_nonduplicate_90,未审核-新候选,T2,"SHIJIAZHUANG YUNXIANG FOOD CO.,LTD",packaged food exhibitor,CHINA,4R289A HALL 4,,,,New non-duplicate FDM exhibitor with possible but uncertain fit; verify before spending outreach time.,"T/J/E/F only after product-photo confirmation; reject if mostly soft pouch, cans, cartons or frozen line.","Kept as T2 because category or product format may be soft-pack, beverage, seafood, distributor, or unclear.","High risk of low-fit packaging such as pouch, carton, bottle, can, frozen/vacuum pack, or pure channel role.",Use booth/source to verify products first; only then prepare outreach or meeting request.,,https://www.fooddrinksmalaysia.com/exhibitors-list/,"FDM 2026 official exhibitors list; Find official website; confirm exact products, current packaging photos, manufacturer vs trader, scale/export/OEM signal, MOQ fit and buyer contact."
WB134,N067,new_nonduplicate_90,未审核-新候选,T2,TUKAS GIDA SAN. VE TIC. A.S.,packaged food exhibitor,TURKIYE,2E077 HALL 2,,,,New non-duplicate FDM exhibitor with possible but uncertain fit; verify before spending outreach time.,"T/J/E/F only after product-photo confirmation; reject if mostly soft pouch, cans, cartons or frozen line.","Kept as T2 because category or product format may be soft-pack, beverage, seafood, distributor, or unclear.","High risk of low-fit packaging such as pouch, carton, bottle, can, frozen/vacuum pack, or pure channel role.",Use booth/source to verify products first; only then prepare outreach or meeting request.,,https://www.fooddrinksmalaysia.com/exhibitors-list/,"FDM 2026 official exhibitors list; Find official website; confirm exact products, current packaging photos, manufacturer vs trader, scale/export/OEM signal, MOQ fit and buyer contact."
WB135,N087,new_nonduplicate_90,未审核-新候选,T2,"XI'AN SEVEN STARS NATURAL FOOD CO., LTD",packaged food exhibitor,CHINA,4P260 HALL 4,,,,New non-duplicate FDM exhibitor with possible but uncertain fit; verify before spending outreach time.,"T/J/E/F only after product-photo confirmation; reject if mostly soft pouch, cans, cartons or frozen line.","Kept as T2 because category or product format may be soft-pack, beverage, seafood, distributor, or unclear.","High risk of low-fit packaging such as pouch, carton, bottle, can, frozen/vacuum pack, or pure channel role.",Use booth/source to verify products first; only then prepare outreach or meeting request.,,https://www.fooddrinksmalaysia.com/exhibitors-list/,"FDM 2026 official exhibitors list; Find official website; confirm exact products, current packaging photos, manufacturer vs trader, scale/export/OEM signal, MOQ fit and buyer contact."
WB136,N088,new_nonduplicate_90,未审核-新候选,T2,"YANTAI A-TOTO FOODSTUFF CO., LTD",packaged food exhibitor,CHINA,4P254A HALL 4,,,,New non-duplicate FDM exhibitor with possible but uncertain fit; verify before spending outreach time.,"T/J/E/F only after product-photo confirmation; reject if mostly soft pouch, cans, cartons or frozen line.","Kept as T2 because category or product format may be soft-pack, beverage, seafood, distributor, or unclear.","High risk of low-fit packaging such as pouch, carton, bottle, can, frozen/vacuum pack, or pure channel role.",Use booth/source to verify products first; only then prepare outreach or meeting request.,,https://www.fooddrinksmalaysia.com/exhibitors-list/,"FDM 2026 official exhibitors list; Find official website; confirm exact products, current packaging photos, manufacturer vs trader, scale/export/OEM signal, MOQ fit and buyer contact."
WB137,N070,new_nonduplicate_90,未审核-新候选,T2,ZT COCONUT TRADING,nuts / snack foods exhibitor,MALAYSIA,2G116 HALL 2,,,,New non-duplicate FDM exhibitor with possible but uncertain fit; verify before spending outreach time.,"F PET jars, T PP tubs, E clear gift boxes for nuts/snack products.","Kept as T2 because category or product format may be soft-pack, beverage, seafood, distributor, or unclear.","High risk of low-fit packaging such as pouch, carton, bottle, can, frozen/vacuum pack, or pure channel role.",Use booth/source to verify products first; only then prepare outreach or meeting request.,,https://www.fooddrinksmalaysia.com/exhibitors-list/,"FDM 2026 official exhibitors list; Find official website; confirm exact products, current packaging photos, manufacturer vs trader, scale/export/OEM signal, MOQ fit and buyer contact."
WB138,M048,old_master_233,已审核,T3/T4,Abin Snack Food Supplier Enterprise,snack supplier; channel_or_distributor,Malaysia,,https://www.fooddrinksmalaysia.com/exhibitors-list/,,,snack supplier,T/J first; F/E optional,"PET jars, snack tubs, paper bags for retail",,先核验官网/联系人/采购负责人；再决定是否开发 / Verify official site/contact; determine whether they are direct buyer or channel; check revenue/size if large enough.,"Not a food manufacturer. Treat as distributor/channel entry, not core factory target.",,FDM official exhibitors list 2024/2025: Official FDM exhibitors list includes this company in Malaysia entries.
WB139,M057,old_master_233,未审核-AI预筛,T3 AI_prescreen,Access Plastic Sdn Bhd,peer_manufacturer,Malaysia,,https://accessplastic.com/products.htm,,,Injection moulding and blow moulding for food and medical plastic packaging,Needs product-format check,K-series general items; T-series tubs; J-series packaging; complementary/overflow selected SKU cooperation,,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,,,
WB140,M058,old_master_233,未审核-AI预筛,T3/T4 long_term_nonfood,ACE Hardware Malaysia,hardware_fastener_parts_box,Malaysia,,https://www.acehardware.com.my/,,,hardware retail,Non-food track; lower current priority,retail storage/parts organizer category buyer,,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,,,
WB141,M059,old_master_233,未审核-AI预筛,T3 supply_chain,Ace Tex Packaging,plastic food container supplier,Malaysia,,https://www.ace.com.my/,,,Plastic food container supplier and disposable food container manufacturer/supplier,Needs product-format check,K-series general items; T-series tubs; J-series packaging; complementary/overflow selected SKU cooperation,,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,,,
WB142,M060,old_master_233,未审核-AI预筛,T3 supply_chain,AKAH Marketing Sdn Bhd,food packaging supplier,Subang Jaya Selangor Malaysia,,https://www.akahmarketing.com/ourproducts/cid/430293/cat/take-away-container-paper-plastic/,,,Take-away container and packaging specialist,Needs product-format check,Direct channel for takeaway/food packaging items; K-series can be offered for general commodity packaging if suitable,,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,,,
WB143,M061,old_master_233,未审核-AI预筛,T3/T4 long_term_nonfood,Ananas Premium,pineapple/fruit product brand; food_direct_customer,Malaysia / FDM featured,,https://www.fooddrinksmalaysia.com/who-exhibits/,,,fruit products,T/J first; F/E optional,"PET clear boxes, gift packs, paper bags",,先核验官网/联系人/采购负责人；再决定是否开发 / Verify website/contact; check company scale and whether buyer/procurement contact exists before outreach.,,,FDM2026 official featured brands: Official FDM2026 who-exhibits page lists this brand under Featured Brands.
WB144,M062,old_master_233,未审核-AI预筛,T3/T4 long_term_nonfood,Apollo Food Holdings Berhad,bakery_biscuit_cookie,"70, Jalan Langkasuka, Larkin Industrial Area, 80350 Johor Bahru, Johor, Malaysia",,https://www.apollofood.com.my/get-in-touch/,customercare@apollofood.com.my,+607-236 5096; +607-236 5097; +607-237 4748 / +607-2365096 / +607-2365097 / +607-2374748,"Layer cakes, chocolate wafers, stick wafers, snack display packs",T/J first; F/E optional,"Cake tray, wafer display box, seasonal/promo packaging trial",,Follow up by email/form or phone; no WhatsApp available,,,"Phone could not reach right person. Switch to supplier proposal email focused on cakes/confectionery clear PET boxes, PET containers and inner trays. NO_WHATSAPP."
WB145,M049,old_master_233,已审核,T3/T4,Aquarium & Pet Products suppliers via Qian Hu network,pet_reptile_aquarium,Selangor,,https://www.qianhu.com.my/,,,B2B aquaculture/pet distribution,Non-food track; lower current priority,B2B channel discovery for pet/reptile packaging,,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,"Not a food manufacturer. Treat as distributor/channel entry, not core factory target.",,
WB146,M063,old_master_233,未审核-AI预筛,T3/T4 long_term_nonfood,Art Friend Malaysia,office_stationery_storage,Malaysia,,https://www.artfriend.com.my/,,,art and craft supplies,Non-food track; lower current priority,craft organizer boxes and kit packaging,,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,,,
WB147,M064,old_master_233,未审核-AI预筛,T3 supply_chain,B-PAC,food packaging supplier,Malaysia,,https://b-pac.com.my/collections/disposable-plastic-food-container,,,Disposable plastic food container supplier,Needs product-format check,Online/retail channel for food container SKUs; K-series can be offered for general commodity packaging if suitable,,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,,,
WB148,M065,old_master_233,未审核-AI预筛,T3/T4 long_term_nonfood,Ban Lee Hin Engineering & Construction,hardware_fastener_parts_box,Malaysia,,https://www.banleehin.com/,,,industrial hardware supplier,Non-food track; lower current priority,industrial parts boxes,,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,,,
WB149,M066,old_master_233,未审核-AI预筛,T3 supply_chain,Basic Kitchen Sdn Bhd,kitchen/cafe supplies; supply_chain_outsourcing,Malaysia,,https://www.fooddrinksmalaysia.com/exhibitors-list/,,,kitchen supplies,Supply-chain outsourcing; not HUASUE-only,"paper cups, paper bags, takeaway supplies, food containers",,先核验官网/联系人/采购负责人；再决定是否开发 / Verify official site/contact; determine whether they are direct buyer or channel; check revenue/size if large enough.,,,FDM official exhibitors list 2024/2025: Official FDM exhibitors list includes this company in Malaysia entries.
WB150,M067,old_master_233,未审核-AI预筛,T3 AI_prescreen,Bask Bear Coffee,cafe chain; supply_chain_outsourcing,Malaysia,,https://mifb.com.my/mycafeexpo/,,,coffee chain,T/J first; F/E optional,"paper cups, paper bags, bakery/snack packaging",,先核验官网/联系人/采购负责人；再决定是否开发 / Verify buyer/procurement contact and current packaging; classify as supply-chain outsourcing opportunity.,,,"Malaysia Café Expo ecosystem target: MCE official page states it covers cafe owners, roasters, suppliers, bakery/pastries, snacks/confectionery and cafe franchise/licensing brands; these are target ecosystem companies, not confirmed exhibitor names."
WB151,M068,old_master_233,未审核-AI预筛,T3/T4 long_term_nonfood,Benns Chocolate,chocolate brand; food_direct_customer,Malaysia,,https://www.fooddrinksmalaysia.com/who-exhibits/,,-6012 310 7452,chocolate products,F/E first; T/J optional,"PET jars, clear chocolate gift boxes, inner trays, paper bags for premium retail",,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,,,
WB152,M069,old_master_233,未审核-AI预筛,T3 supply_chain,Benxon Pack,food-grade packaging manufacturer/supplier,Malaysia,,https://benxonpack.com,,,,Needs product-format check,Potential reseller/partner; compare product gaps and supply to them,,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,,,
WB153,M070,old_master_233,未审核-AI预筛,T3 supply_chain,Benxon Packaging,peer_manufacturer,Malaysia,,https://benxonpack.com/,,,Food-grade plastic packaging manufacturer and supplier,Needs product-format check,K-series general items; T-series tubs; J-series packaging; complementary/overflow selected SKU cooperation,,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,,,
WB154,M071,old_master_233,未审核-AI预筛,T3/T4 long_term_nonfood,Brown & Sugar Concept,bakery dessert favours,Kuala Lumpur,,https://brownandsugar.com.my/pages/contact,bns.brownsugar@gmail.com,+60 18 316 8000,baked goods dessert table customised favours,T/J first; F/E optional,"dessert favour boxes, clear gift packs, mini PET jars, display packaging",,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,,,
WB155,M072,old_master_233,未审核-AI预筛,T3/T4 long_term_nonfood,Chin Well Holdings Berhad,hardware_fastener_parts_box,Penang,,https://www.chinwell.com.my/,,,"fasteners, screws, wire products",Non-food track; lower current priority,screw/nail boxes and export cartons with inner packs,,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,,,
WB156,M073,old_master_233,未审核-AI预筛,T3/T4 long_term_nonfood,Cocoaland / Fraser & Neave,snack_confectionery,Selangor,,https://www.cocoaland.com/,,,"confectionery, gummies, snacks",F/E first; T/J optional,"PET jars, PET clear boxes and premium gift/display packaging; T/J only if they use tubs or secure PP boxes.",,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,,,
WB157,M074,old_master_233,未审核-AI预筛,T3/T4 long_term_nonfood,Cocon Food Industries Sdn Bhd,jelly pudding candy gummies,Kedah,,https://www.cocon.com.my/contact/,cocon@cocon.com.my,04-441 2231,puddings jellies candies gummies,F/E first; T/J optional,"jelly cups, pudding containers, PET jars, candy display boxes",,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,,,
WB158,M075,old_master_233,未审核-AI预筛,T3/T4 long_term_nonfood,Colourland Paints,paint_chemical_pail,Malaysia,,https://www.colourland.com.my/,,,paint manufacturer,Non-food track; lower current priority,"small paint pail, sample pot, retail pail",,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,,,
WB159,M076,old_master_233,未审核-AI预筛,T3/T4 long_term_nonfood,Combi-Pack Sdn Bhd,peer_manufacturer / peer_manufacturer / food_packaging_supplier,Seremban,,https://www.combi-pack.com.my/,sales@combi-pack.com.my / sales@combi-pack.com.my; careers@my.tpacpackaging.com,+606 761 1268,"Leading Malaysian plastic food container manufacturer using PP/PE / Peer/cooperation angle: complementary SKU supply, overflow capacity, mould factory support, selected PP/PET items, Thailand-side production support",Peer supplier cooperation; selected PP/PET SKU supply; mould capability angle,"Do not treat as ordinary food end-customer. Use HUASUE mould factory capability, complementary PP/PET SKU supply, overflow capacity and Thailand production support.",,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发 / Call office and ask for Darren Chow / business development or sourcing/OEM cooperation person; LinkedIn company/employee route; email sales with peer supplier meeting request / Call +606 761 1268 and ask for Darren Chow/business development or supplier cooperation person; then send peer supplier meeting request to sales@combi-pack.com.my. / Review and send Gmail draft r2480896521986853747; then call +606 761 1268 and ask for Darren Chow / BD,,,"Peer manufacturer, not end food customer. Angle: HUASUE mould factory capability, selected PP/PET items, complementary SKU supply, overflow capacity, Thailand production support. / Draft created: draft_id=r2480896521986853747; message_id=19f2bffaa7c139de. Peer supplier cooperation angle. Attachments: B PP tamper-evident, K PP meal boxes, F PET jars."
WB160,M077,old_master_233,未审核-AI预筛,T3 AI_prescreen,Cosmal Manufacturing (M) Sdn Bhd,peer_manufacturer,Melaka,,https://www.cosmalbobbin.com/,,,Plastic injection molding company,Needs product-format check,K-series general items; T-series tubs; J-series packaging; complementary/overflow selected SKU cooperation,,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,,,
WB161,M078,old_master_233,未审核-AI预筛,T3/T4 long_term_nonfood,CT Hardware,hardware_fastener_parts_box,Malaysia,,https://www.cthardware.com/,,,hardware retail/wholesale,Non-food track; lower current priority,"hardware organizer, parts box, house-brand packaging",,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,,,
WB162,M079,old_master_233,未审核-AI预筛,T3/T4 long_term_nonfood,Customer office - company TBC,,"No 40, Jalan Putera Indah 15/6B, Taman Putera Indah, Tongkang Pechah, Johor",,,,,,Non-food track; lower current priority,T-series tubs; J-series samples; PET jars / clear containers; adjust after company confirmed,,"Confirm company name, exact time, contact person, and sample focus",,,
WB163,M080,old_master_233,未审核-AI预筛,T3/T4 long_term_nonfood,Customer visit - company TBC,,Google shared location - address TBC,,,,,,Non-food track; lower current priority,T-series tubs; J-series samples; PET jars / clear containers; adjust after company confirmed,,"Confirm company name, final date 2026-07-11 or 2026-07-12, exact time, address and contact person",,,
WB164,M081,old_master_233,未审核-AI预筛,T3/T4 long_term_nonfood,CzipLee Retail Sdn Bhd,office_stationery_storage,"Bangsar, Kuala Lumpur",,https://shop.cziplee.com/pages/contact-us,ask@cziplee.com,+60 12 219 6004,"stationery, art supplies, office supplies",T/J first; F/E optional,"stationery storage boxes, organizers, clear gift/display packaging",,Review/send Gmail draft r5895391363817549124; WhatsApp/call +6012-2196004,,,"Second batch non-food retail/channel. Angle: stationery storage boxes, organizers, clear gift/display packaging."
WB165,M082,old_master_233,未审核-AI预筛,T3/T4 long_term_nonfood,Daiso Malaysia,office_stationery_storage,Malaysia,,https://www.daisoglobal.com/,,,"household, stationery, storage retail",Non-food track; lower current priority,storage boxes and organizer category,,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,,,
WB166,M083,old_master_233,未审核-AI预筛,T3 supply_chain,Easy Best Mktg,marketing/distribution; channel_or_distributor,Malaysia / FDM featured,,https://www.fooddrinksmalaysia.com/who-exhibits/,,,food marketing/distribution,Supply-chain outsourcing; not HUASUE-only,"channel partner for packaging, paper bags, cups, nonwoven bags",,先核验官网/联系人/采购负责人；再决定是否开发 / Verify website/contact; check company scale and whether buyer/procurement contact exists before outreach.,,,FDM2026 official featured brands: Official FDM2026 who-exhibits page lists this brand under Featured Brands.
WB167,M084,old_master_233,未审核-AI预筛,T3 supply_chain,EB Frozen Food / EB Food,frozen_food,Malaysia,,https://www.ebfood.com.my/,,,"frozen food, seafood, steamboat products",B/T first; A/K optional,"frozen seafood/steamboat tray, lidded PP container",,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,,,
WB168,M085,old_master_233,未审核-AI预筛,T3/T4 long_term_nonfood,Eco-Shop Malaysia,office_stationery_storage,Malaysia,,https://www.eco-shop.com.my/,,,household value retail,Non-food track; lower current priority,low-cost storage/organizer plastic products,,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,,,
WB169,M086,old_master_233,未审核-AI预筛,T3/T4 long_term_nonfood,ExoReptiles Malaysia,reptile/pet retailer/wholesaler,Kuala Lumpur Malaysia,,https://www.facebook.com/ExoreptilesMalaysia/,,,,C/E first; T/J optional,Transparent ventilated boxes anti-escape lids display containers,,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,,,
WB170,M087,old_master_233,未审核-AI预筛,T3 supply_chain,FBM Asia Ent,food trading/enterprise; channel_or_distributor,Malaysia / FDM featured,,https://www.fooddrinksmalaysia.com/who-exhibits/,,,food trading/channel,Supply-chain outsourcing; not HUASUE-only,ask if they source packaging for represented brands; paper bags/cups as trading SKU,,先核验官网/联系人/采购负责人；再决定是否开发 / Verify website/contact; check company scale and whether buyer/procurement contact exists before outreach.,,,FDM2026 official featured brands: Official FDM2026 who-exhibits page lists this brand under Featured Brands.
WB171,M088,old_master_233,未审核-AI预筛,T3 supply_chain,First World Hotels & Resorts Sdn Bhd,hotel/HORECA buyer; horeca_buyer,Malaysia,,https://www.fooddrinksmalaysia.com/exhibitors-list/,,,hotel and resort foodservice,Supply-chain outsourcing; not HUASUE-only,"paper cups, food containers, takeaway packaging, nonwoven bags",,先核验官网/联系人/采购负责人；再决定是否开发 / Verify official site/contact; determine whether they are direct buyer or channel; check revenue/size if large enough.,,,FDM official exhibitors list 2024/2025: Official FDM exhibitors list includes this company in Malaysia entries.
WB172,M089,old_master_233,未审核-AI预筛,T3/T4 long_term_nonfood,Fish Depot,pet_reptile_aquarium,Malaysia,,https://fishdepot.my/,,,aquarium and fish supplies,Non-food track; lower current priority,aquarium accessories clear box,,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,,,
WB173,M090,old_master_233,未审核-AI预筛,T3/T4 long_term_nonfood,Foodabox,channel_wholesaler,Malaysia,,https://foodabox.com/,,,Food packaging supplier,Non-food track; lower current priority,Channel partner or competitor; test selected SKU interest; K-series can be offered for general commodity packaging if suitable,,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,,,
WB174,M050,old_master_233,已审核,T3-T4,Fuji Bakery Supplies (M) Sdn Bhd,bakery supplies and OEM / food_oem_private_label,"Bandar Puncak Alam, Kuala Selangor, Selangor, Malaysia",,https://fujibakery.com.my/oem-products/,sales@fujibakery.com.my,603-60383320 / 603-60383370,Bakery supplies and OEM products,T/J first; F/E optional,Bakery supply channel: ask if they supply packaging or can introduce bakery customers,,Review/send Gmail draft r-4198117852477909272; call 603-60383320,Soft pouch and thermoformed packaging more common; injection need uncertain.,,"Second batch. Bakery supplies/channel partner. Angle: clear containers, PET jars, tub packaging."
